type,name,iso_country,municipality,iata_code
small_airport,Antrim County Airport,US,Bellaire,ACB
medium_airport,Nantucket Memorial Airport,US,Nantucket,ACK
medium_airport,Waco Regional Airport,US,Waco,ACT
medium_airport,California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,ACV
medium_airport,Atlantic City International Airport,US,Atlantic City,ACY
small_airport,Lenawee County Airport,US,Adrian,ADG
medium_airport,Ada Regional Airport,US,Ada,ADT
small_airport,Ardmore Municipal Airport,US,Ardmore,ADM
small_airport,Addison Airport,US,Dallas,ADS
medium_airport,Joint Base Andrews,US,Camp Springs,ADW
small_airport,Albert Lea Municipal Airport,US,Albert Lea,AEL
medium_airport,Alexandria International Airport,US,Alexandria,AEX
small_airport,Karato Airport,PG,Karato,KAF
small_airport,USAF Academy Airfield,US,Colorado Springs,AFF
small_airport,Washington County Airport,US,Washington,WSG
small_airport,Jaffrey Airfield Silver Ranch Airport,US,Jaffrey,AFN
small_airport,Afton Municipal Airport,US,Afton,AFO
medium_airport,Perot Field/Fort Worth Alliance Airport,US,Fort Worth,AFW
medium_airport,Allegheny County Airport,US,Pittsburgh,AGC
small_airport,Magnolia Municipal Airport / Ralph C Weiser Field,US,Magnolia,AGO
medium_airport,Augusta Regional At Bush Field,US,Augusta,AGS
small_airport,Amedee Army Air Field,US,Herlong,AHC
small_airport,Amery Municipal Airport,US,Amery,AHH
medium_airport,Athens Ben Epps Airport,US,Athens,AHN
medium_airport,Alliance Municipal Airport,US,Alliance,AIA
small_airport,Anderson Municipal Darlington Field,US,Anderson,AID
small_airport,Aiken Regional Airport,US,Aiken,AIK
small_airport,Atlantic Municipal Airport,US,Atlantic,AIO
small_airport,George Downer Airport,US,Aliceville,AIV
small_airport,Lee C Fine Memorial Airport,US,Kaiser Lake Ozark,AIZ
small_airport,Kar Airport,PG,Kar,KAK
small_airport,Colorado Plains Regional Airport,US,Akron,AKO
medium_airport,Akron Fulton International Airport,US,Akron,AKC
large_airport,Albany International Airport,US,Albany,ALB
medium_airport,Alice International Airport,US,Alice,ALI
medium_airport,Alamogordo White Sands Regional Airport,US,Alamogordo,ALM
medium_airport,St Louis Regional Airport,US,Alton/St Louis,ALN
medium_airport,Waterloo Regional Airport,US,Waterloo,ALO
medium_airport,San Luis Valley Regional Airport/Bergman Field,US,Alamosa,ALS
medium_airport,Walla Walla Regional Airport,US,Walla Walla,ALW
small_airport,Thomas C Russell Field,US,Alexander City,ALX
medium_airport,Rick Husband Amarillo International Airport,US,Amarillo,AMA
small_airport,Gratiot Community Airport,US,Alma,AMN
small_airport,Ames Municipal Airport,US,Ames,AMW
medium_airport,Anniston Regional Airport,US,Anniston,ANB
medium_airport,Anderson Regional Airport,US,Anderson,AND
small_airport,Salida Airport - Harriet Alexander Field,US,Salida,SLT
small_airport,Lee Airport,US,Annapolis,ANP
small_airport,Tri State Steuben County Airport,US,Angola,ANQ
small_airport,Ainsworth Regional Airport,US,Ainsworth,ANW
small_airport,Anthony Municipal Airport,US,Anthony,ANY
small_airport,Lima Allen County Airport,US,Lima,AOH
medium_airport,Altoona Blair County Airport,US,Altoona,AOO
medium_airport,Centennial Airport,US,Denver,APA
small_airport,Napa County Airport,US,Napa,APC
medium_airport,Naples Municipal Airport,US,Naples,APF
medium_airport,Phillips Army Air Field,US,Aberdeen,APG
small_airport,Mary Walker LZ Airport,US,Bowling Green,APH
medium_airport,Alpena County Regional Airport,US,Alpena,APN
small_airport,Marion County Airport - Brown Field,US,Jasper,APT
small_airport,Apple Valley Airport,US,Apple Valley,APV
medium_airport,Acadiana Regional Airport,US,New Iberia,ARA
small_airport,Ann Arbor Municipal Airport,US,Ann Arbor,ARB
small_airport,Walnut Ridge Regional Airport,US,Walnut Ridge,ARG
small_airport,Wharton Regional Airport,US,Wharton,WHT
small_airport,Aurora Municipal Airport,US,Chicago/Aurora,AUZ
medium_airport,Watertown International Airport,US,Watertown,ART
small_airport,Lakeland Airport Noble F Lee Memorial Field,US,Woodruff,ARV
small_airport,Beaufort Executive Airport,US,Beaufort,BFT
medium_airport,Aspen-Pitkin County Airport (Sardy Field),US,Aspen,ASE
small_airport,Springdale Municipal Airport,US,Springdale,SPZ
small_airport,Nashua Airport / Boire Field,US,Nashua,ASH
small_airport,Harrison County Airport,US,Marshall,ASL
small_airport,Talladega Municipal Airport,US,Talladega,ASN
medium_airport,Astoria Regional Airport,US,Astoria,AST
small_airport,John F Kennedy Memorial Airport,US,Ashland,ASX
small_airport,Ashley Municipal Airport,US,Ashley,ASY
large_airport,Hartsfield Jackson Atlanta International Airport,US,Atlanta,ATL
small_airport,Artesia Municipal Airport,US,Artesia,ATS
medium_airport,Appleton International Airport,US,Appleton,ATW
medium_airport,Watertown Regional Airport,US,Watertown,ATY
medium_airport,Augusta State Airport,US,Augusta,AUG
small_airport,Austin Municipal Airport,US,Austin,AUM
small_airport,Auburn Municipal Airport,US,Auburn,AUN
small_airport,Auburn University Regional Airport,US,Auburn,AUO
large_airport,Austin Bergstrom International Airport,US,Austin,AUS
medium_airport,Wausau Downtown Airport,US,Wausau,AUW
medium_airport,Asheville Regional Airport,US,Asheville,AVL
small_airport,Avon Park Executive Airport,US,Avon Park,AVO
medium_airport,Wilkes-Barre/Scranton International Airport,US,Wilkes-Barre/Scranton,AVP
small_airport,Marana Regional Airport,US,Marana,AVW
small_airport,Catalina Airport,US,Avalon,AVX
small_airport,West Memphis Municipal Airport,US,West Memphis,AWM
small_airport,Algona Municipal Airport,US,Algona,AXG
medium_airport,Chandler Field,US,Alexandria,AXN
small_airport,Altus Quartz Mountain Regional Airport,US,Altus,AXS
small_airport,Neil Armstrong Airport,US,Wapakoneta,AXV
small_airport,Angel Fire Airport,US,Angel Fire,AXX
small_airport,Waycross Ware County Airport,US,Waycross,AYS
small_airport,Arnold Air Force Base,US,Manchester,TUH
medium_airport,Kalamazoo/Battle Creek International Airport,US,Kalamazoo,AZO
medium_airport,Beale Air Force Base,US,Beale Air Force Base,BAB
medium_airport,Barksdale Air Force Base,US,Bossier City,BAD
medium_airport,Westfield-Barnes Regional Airport,US,Westfield,BAF
medium_airport,Columbus Municipal Airport,US,Columbus,CLU
small_airport,Battle Mountain Airport,US,Battle Mountain,BAM
small_airport,Benson Municipal Airport,US,Benson,BBB
medium_airport,Curtis Field,US,Brady,BBD
medium_airport,Branson Airport,US,Branson,BKG
small_airport,Marlboro County Jetport - H E Avent Field Airport,US,Bennettsville,BTN
small_airport,Broken Bow Municipal Airport,US,Broken Bow,BBW
small_airport,Virginia Tech Montgomery Executive Airport,US,Blacksburg,BCB
medium_airport,Bryce Canyon Airport,US,Bryce Canyon,BCE
medium_airport,Boca Raton Airport,US,Boca Raton,BCT
medium_airport,Baudette International Airport,US,Baudette,BDE
small_airport,Blanding Municipal Airport,US,Blanding,BDG
small_airport,Willmar Municipal Airport John L Rice Field (2006),US,Willmar,ILL
large_airport,Bradley International Airport,US,Hartford,BDL
medium_airport,Igor I Sikorsky Memorial Airport,US,Bridgeport,BDR
small_airport,Boulder Municipal Airport,US,Boulder,WBU
small_airport,Beech Factory Airport,US,Wichita,BEC
medium_airport,Laurence G Hanscom Field,US,Bedford,BED
small_airport,Southwest Michigan Regional Airport,US,Benton Harbor,BEH
medium_airport,Bradford Regional Airport,US,Bradford,BFD
medium_airport,Western Neb. Rgnl/William B. Heilig Airport,US,Scottsbluff,BFF
medium_airport,King County International Airport - Boeing Field,US,Seattle,BFI
medium_airport,Meadows Field,US,Bakersfield,BFL
medium_airport,Mobile Downtown Airport,US,Mobile,BFM
small_airport,Virgil I Grissom Municipal Airport,US,Bedford,BFR
small_airport,Hutchinson County Airport,US,Borger,BGD
small_airport,Decatur County Industrial Air Park,US,Bainbridge,BGE
medium_airport,Greater Binghamton/Edwin A Link field,US,Binghamton,BGM
medium_airport,Bangor International Airport,US,Bangor,BGR
small_airport,Kahama Airstrip,TZ,Kahama,KBH
medium_airport,Hancock County-Bar Harbor Airport,US,Bar Harbor,BHB
large_airport,Birmingham-Shuttlesworth International Airport,US,Birmingham,BHM
small_airport,Block Island State Airport,US,Block Island,BID
small_airport,Beatrice Municipal Airport,US,Beatrice,BIE
medium_airport,Biggs Army Air Field (Fort Bliss),US,Fort Bliss/El Paso,BIF
medium_airport,Eastern Sierra Regional Airport,US,Bishop,BIH
medium_airport,Billings Logan International Airport,US,Billings,BIL
medium_airport,Bismarck Municipal Airport,US,Bismarck,BIS
medium_airport,Keesler Air Force Base,US,Biloxi,BIX
medium_airport,Rocky Mountain Metropolitan Airport,US,Denver,BJC
medium_airport,Bemidji Regional Airport,US,Bemidji,BJI
small_airport,Wayne County Airport,US,Wooster,BJJ
small_airport,Stephens County Airport,US,Breckenridge,BKD
medium_airport,Baker City Municipal Airport,US,Baker City,BKE
medium_airport,Buckley Space Force Base,US,Aurora,BFK
medium_airport,Burke Lakefront Airport,US,Cleveland,BKL
small_airport,Allen C Perkinson Blackstone Army Air Field,US,Blackstone,BKT
medium_airport,Raleigh County Memorial Airport,US,Beaver,BKW
small_airport,Brookings Regional Airport,US,Brookings,BKX
medium_airport,Mercer County Airport,US,Bluefield,BLF
medium_airport,Blythe Airport,US,Blythe,BLH
medium_airport,Bellingham International Airport,US,Bellingham,BLI
small_airport,Monmouth Executive Airport,US,Belmar/Farmingdale,BLM
small_airport,Blue Canyon Nyack Airport,US,Emigrant Gap,BLU
medium_airport,Scott AFB/Midamerica Airport,US,Belleville,BLV
small_airport,Brigham City Regional Airport,US,Brigham City,BMC
medium_airport,Monroe County Airport,US,Bloomington,BMG
medium_airport,Central Illinois Regional Airport at Bloomington-Normal,US,Bloomington/Normal,BMI
small_airport,Berlin Regional Airport,US,Berlin,BML
small_airport,Beaumont Municipal Airport,US,Beaumont,BMT
large_airport,Nashville International Airport,US,Nashville,BNA
small_airport,Banning Municipal Airport,US,Banning,BNG
small_airport,Barnwell Regional Airport,US,Barnwell,BNL
medium_airport,Burns Municipal Airport,US,Burns,BNO
small_airport,Boone Municipal Airport,US,Boone,BNW
large_airport,Boise Air Terminal/Gowen Field,US,Boise,BOI
small_airport,Brookings Airport,US,Brookings,BOK
large_airport,Boston Logan International Airport,US,Boston,BOS
small_airport,Bartow Executive Airport,US,Bartow,BOW
small_airport,Big Spring Mc Mahon-Wrinkle Airport,US,Big Spring,HCA
medium_airport,Miley Memorial Field,US,Big Piney,BPI
medium_airport,Ozark Regional Airport,US,Mountain Home,WMH
medium_airport,Jack Brooks Regional Airport,US,Beaumont/Port Arthur,BPT
medium_airport,Brunswick Golden Isles Airport,US,Brunswick,BQK
medium_airport,Brainerd Lakes Regional Airport,US,Brainerd,BRD
medium_airport,Southeast Iowa Regional Airport,US,Burlington,BRL
medium_airport,Brownsville South Padre Island International Airport,US,Brownsville,BRO
small_airport,Samuels Field,US,Bardstown,BRY
small_airport,Kaben Airport,MH,Kaben,KBT
small_airport,Skypark Airport,US,Bountiful,BTF
medium_airport,Battle Creek Executive Airport at Kellogg Field,US,Battle Creek,BTL
medium_airport,Bert Mooney Airport,US,Butte,BTM
small_airport,Britton Municipal Airport,US,Britton,TTO
small_airport,Pittsburgh/Butler Regional Airport,US,Butler,BTP
medium_airport,Baton Rouge Metropolitan Airport,US,Baton Rouge,BTR
medium_airport,Patrick Leahy Burlington International Airport,US,Burlington,BTV
small_airport,Beatty Airport,US,Beatty,BTY
small_airport,Cram Field,US,Burwell,BUB
large_airport,Buffalo Niagara International Airport,US,Buffalo,BUF
small_airport,Butler Memorial Airport,US,Butler,BUM
large_airport,Hollywood Burbank Airport,US,Burbank,BUR
medium_airport,Beaver County Airport,US,Beaver Falls,BFP
small_airport,Bartlesville Municipal Airport,US,Bartlesville,BVO
small_airport,Skagit Regional Airport,US,Burlington,MVW
small_airport,Batesville Regional Airport,US,Batesville,BVX
medium_airport,Beverly Regional Airport,US,Beverly / Danvers,BVY
small_airport,Brawley Municipal Airport,US,Brawley,BWC
small_airport,Brownwood Regional Airport,US,Brownwood,BWD
medium_airport,Bowling Green Warren County Regional Airport,US,Bowling Green,BWG
large_airport,Baltimore/Washington International Thurgood Marshall Airport,US,Baltimore,BWI
small_airport,Harry Stern Airport,US,Wahpeton,WAH
small_airport,Bowman Regional Airport,US,Bowman,BWM
small_airport,George R Carr Memorial Air Field,US,Bogalusa,BXA
small_airport,Buckeye Municipal Airport,US,Buckeye,BXK
medium_airport,Brunswick Executive Airport,US,Brunswick,NHZ
small_airport,Johnson County Airport,US,Buffalo,BYG
medium_airport,Arkansas International Airport,US,Blytheville,BYH
medium_airport,Burley Municipal Airport,US,Burley,BYI
medium_airport,Bicycle Lake Army Air Field,US,Fort Irwin/Barstow,BYS
small_airport,Bay City Regional Airport,US,Bay City,BBC
medium_airport,Bozeman Yellowstone International Airport,US,Bozeman,BZN
small_airport,Grand Geneva Resort Airport,US,Lake Geneva,XES
small_airport,Plymouth Municipal Airport,US,Plymouth,PLY
small_airport,New Coalinga Municipal Airport,US,Coalinga,CLG
small_airport,Wexford County Airport,US,Cadillac,CAD
medium_airport,Columbia Metropolitan Airport,US,Columbia,CAE
small_airport,Craig Moffat Airport,US,Craig,CIG
medium_airport,Akron Canton Regional Airport,US,Akron,CAK
small_airport,Clayton Municipal Airpark,US,Clayton,CAO
medium_airport,Caribou Municipal Airport,US,Caribou,CAR
small_airport,Greater Cumberland Regional Airport,US,Wiley Ford,CBE
small_airport,Council Bluffs Municipal Airport,US,Council Bluffs,CBF
small_airport,Shalz Field,US,Colby,CBK
medium_airport,Columbus Air Force Base,US,Columbus,CBM
small_airport,Upland-Cable Airport,US,Upland,CCB
medium_airport,Buchanan Field,US,Concord,CCR
medium_airport,Northeast Iowa Regional Airport,US,Charles City,CCY
small_airport,Caledonia County Airport,US,Lyndonville,LLX
medium_airport,Cedar City Regional Airport,US,Cedar City,CDC
small_airport,Harrell Field,US,Camden,CDH
small_airport,George T Lewis Airport,US,Cedar Key,CDK
small_airport,Woodward Field,US,Camden,CDN
medium_airport,Chadron Municipal Airport,US,Chadron,CDR
medium_airport,Childress Municipal Airport,US,Childress,CDS
small_airport,Essex County Airport,US,Caldwell,CDW
small_airport,Cessna Aircraft Field,US,Wichita,CEA
medium_airport,Jack Mc Namara Field Airport,US,Crescent City,CEC
medium_airport,Westover Metropolitan Airport / Westover Air Reserve Base,US,Chicopee,CEF
small_airport,Oconee County Regional Airport,US,Clemson,CEU
small_airport,Mettel Field,US,Connersville,CEV
medium_airport,Bob Sikes Airport,US,Crestview,CEW
small_airport,Murray-Calloway County Airport Kyle-Oakley Field,US,Murray,CEY
medium_airport,Cortez Municipal Airport,US,Cortez,CEZ
small_airport,Coulter Field,US,Bryan,CFD
small_airport,Tuscola Area Airport,US,Caro,TZC
small_airport,Greenlee County Airport,US,Clifton,CFT
small_airport,Coffeyville Municipal Airport,US,Coffeyville,CFV
small_airport,Cambridge Dorchester Airport,US,Cambridge,CGE
medium_airport,Cuyahoga County Airport,US,Cleveland,CGF
medium_airport,Cape Girardeau Regional Airport,US,Cape Girardeau,CGI
small_airport,College Park Airport,US,College Park,CGS
small_airport,Casa Grande Municipal Airport,US,Casa Grande,CGZ
medium_airport,Chattanooga Metropolitan Airport (Lovell Field),US,Chattanooga,CHA
small_airport,Chickasha Municipal Airport,US,Chickasha,CHK
medium_airport,Charlottesville Albemarle Airport,US,Charlottesville,CHO
large_airport,Charleston International Airport,US,Charleston,CHS
small_airport,Chico Regional Airport,US,Chico,CIC
medium_airport,The Eastern Iowa Airport,US,Cedar Rapids,CID
small_airport,Arthur N Neu Airport,US,Carroll,CIN
small_airport,Cairo Regional Airport,US,Cairo,CIR
medium_airport,Chippewa County International Airport,US,Kincheloe,CIU
small_airport,Kegelman AF Aux Field,US,Cherokee,CKA
medium_airport,North Central West Virginia Airport,US,Bridgeport,CKB
small_airport,Grand Marais Cook County Airport,US,Grand Marais,GRM
small_airport,Fletcher Field,US,Clarksdale,CKM
small_airport,Crookston Municipal Kirkwood Field,US,Crookston,CKN
small_airport,Clarksville–Montgomery County Regional Airport,US,Clarksville,CKV
small_airport,Chignik Lagoon Airport,US,Chignik Flats,KCL
large_airport,Cleveland Hopkins International Airport,US,Cleveland,CLE
small_airport,Clintonville Municipal Airport,US,Clintonville,CLI
small_airport,Clinton Regional Airport,US,Clinton,CLK
medium_airport,Easterwood Field,US,College Station,CLL
medium_airport,William R Fairchild International Airport,US,Port Angeles,CLM
small_airport,Cliff Hatfield Memorial Airport,US,Calipatria,CLR
small_airport,Chehalis Centralia Airport,US,Chehalis,CLS
large_airport,Charlotte Douglas International Airport,US,Charlotte,CLT
small_airport,Clearwater Air Park,US,Clearwater,CLW
large_airport,John Glenn Columbus International Airport,US,Columbus,CMH
medium_airport,University of Illinois Willard Airport,US,Savoy,CMI
medium_airport,Houghton County Memorial Airport,US,Hancock,CMX
small_airport,Sparta Fort McCoy Airport,US,Sparta,CMY
small_airport,Claremont Municipal Airport,US,Claremont,CNH
small_airport,Blosser Municipal Airport,US,Concordia,CNK
medium_airport,Cavern City Air Terminal,US,Carlsbad,CNM
small_airport,Chino Airport,US,Chino,CNO
medium_airport,Chanute Martin Johnson Airport,US,Chanute,CNU
small_airport,TSTC Waco Airport,US,Waco,CNW
medium_airport,Canyonlands Regional Airport,US,Moab,CNY
medium_airport,Yellowstone Regional Airport,US,Cody,COD
medium_airport,Coeur D'Alene Airport - Pappy Boyington Field,US,Coeur d'Alene,COE
medium_airport,Patrick Space Force Base,US,Cocoa Beach,COF
small_airport,Merritt Island Airport,US,Merritt Island,COI
small_airport,Coleman Municipal Airport,US,Coleman,COM
medium_airport,Concord Municipal Airport,US,Concord,CON
large_airport,City of Colorado Springs Municipal Airport,US,Colorado Springs,COS
small_airport,Cotulla-La Salle County Airport,US,Cotulla,COT
medium_airport,Columbia Regional Airport,US,Columbia,COU
small_airport,Compton Woodley Airport,US,Compton,CPM
medium_airport,Casper-Natrona County International Airport,US,Casper,CPR
small_airport,St Louis Downtown Airport,US,Cahokia/St Louis,CPS
small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,US,Cheraw,HCW
small_airport,Colorado Creek Airport,US,Colorado Creek,KCR
medium_airport,Grand Strand Airport,US,North Myrtle Beach,CRE
medium_airport,Jacksonville Executive at Craig Airport,US,Jacksonville,CRG
medium_airport,Corpus Christi International Airport,US,Corpus Christi,CRP
medium_airport,McClellan-Palomar Airport,US,Carlsbad,CLD
small_airport,C David Campbell Field Corsicana Municipal Airport,US,Corsicana,CRS
small_airport,Z M Jack Stell Field,US,Crossett,CRT
medium_airport,Yeager Airport,US,Charleston,CRW
small_airport,Roscoe Turner Airport,US,Corinth,CRX
medium_airport,Columbus Airport,US,Columbus,CSG
small_airport,Clinton Sherman Airport,US,Clinton,CSM
small_airport,Creston Municipal Airport,US,Creston,CSQ
medium_airport,Crossville Memorial Airport Whitson Field,US,Crossville,CSV
medium_airport,Cut Bank International Airport,US,Cut Bank,CTB
small_airport,Cross City Airport,US,Cross City,CTY
small_airport,Sampson County Airport,US,Clinton,CTZ
medium_airport,Jim Hamilton L.B. Owens Airport,US,Columbia,CUB
small_airport,Cushing Municipal Airport,US,Cushing,CUH
large_airport,Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,CVG
small_airport,Hollister Municipal Airport,US,Hollister,HLI
small_airport,Sharp County Regional Airport,US,Ash Flat,CKK
medium_airport,Clovis Municipal Airport,US,Clovis,CVN
medium_airport,Corvallis Municipal Airport,US,Corvallis,CVO
medium_airport,Cannon Air Force Base,US,Clovis,CVS
medium_airport,Central Wisconsin Airport,US,Mosinee,CWA
small_airport,Kickapoo Downtown Airport,US,Wichita Falls,KIP
small_airport,Chennault International Airport,US,Lake Charles,CWF
small_airport,Clinton Municipal Airport,US,Clinton,CWI
small_airport,Calexico International Airport,US,Calexico,CXL
medium_airport,Conroe-North Houston Regional Airport,US,Houston,CXO
medium_airport,Carson Airport,US,Carson City,CSN
small_airport,Capital City Airport,US,Harrisburg,HAR
medium_airport,Cheyenne Regional Jerry Olson Field,US,Cheyenne,CYS
small_airport,Cascade Locks State Airport,US,Cascade Locks,CZK
small_airport,Dimmit County Airport,US,Carrizo Springs,CZT
small_airport,Tioga Municipal Airport,US,Tioga,VEX
medium_airport,Davison Army Air Field,US,Fort Belvoir,DAA
medium_airport,Daytona Beach International Airport,US,Daytona Beach,DAB
medium_airport,Barstow Daggett Airport,US,Daggett,DAG
large_airport,Dallas Love Field,US,Dallas,DAL
medium_airport,Danville Regional Airport,US,Danville,DAN
medium_airport,James M. Cox Dayton International Airport,US,Dayton,DAY
small_airport,W H 'Bud' Barron Airport,US,Dublin,DBN
medium_airport,Dubuque Regional Airport,US,Dubuque,DBQ
large_airport,Ronald Reagan Washington National Airport,US,Washington,DCA
small_airport,Pryor Field Regional Airport,US,Decatur,DCU
medium_airport,Dodge City Regional Airport,US,Dodge City,DDC
medium_airport,Decatur Airport,US,Decatur,DEC
small_airport,Decorah Municipal Airport,US,Decorah,DEH
large_airport,Denver International Airport,US,Denver,DEN
medium_airport,Coleman A. Young Municipal Airport,US,Detroit,DET
small_airport,Defiance Memorial Airport,US,Defiance,DFI
large_airport,Dallas Fort Worth International Airport,US,Dallas-Fort Worth,DFW
small_airport,Douglas Municipal Airport,US,Douglas,DGL
small_airport,Converse County Airport,US,Douglas,DGW
medium_airport,Dothan Regional Airport,US,Dothan,DHN
medium_airport,Dalhart Municipal Airport,US,Dalhart,DHT
medium_airport,Dickinson Theodore Roosevelt Regional Airport,US,Dickinson,DIK
small_airport,Chautauqua County-Dunkirk Airport,US,Dunkirk,DKK
small_airport,Dillon County Airport,US,Dillon,DLL
medium_airport,Laughlin Air Force Base,US,Del Rio,DLF
medium_airport,Duluth International Airport,US,Duluth,DLH
small_airport,Dillon Airport,US,Dillon,DLN
medium_airport,Columbia Gorge Regional Airport,US,Dallesport / The Dalles,DLS
medium_airport,Davis Monthan Air Force Base,US,Tucson,DMA
medium_airport,Deming Municipal Airport,US,Deming,DMN
small_airport,Sedalia Memorial Airport,US,Sedalia,DMO
medium_airport,Daniel Field,US,Augusta,DNL
small_airport,Dalton Municipal Airport,US,Dalton,DNN
small_airport,Denison Municipal Airport,US,Denison,DNS
small_airport,Vermilion Regional Airport,US,Danville,DNV
medium_airport,Dover Civil Air Terminal/Dover Air Force Base,US,Dover,DOV
medium_airport,Dupage Airport,US,Chicago/West Chicago,DPA
small_airport,Michael AAF (Dugway Proving Ground) Airport,US,Dugway Proving Ground,DPG
medium_airport,Desert Rock Airport,US,Mercury,DRA
medium_airport,Beauregard Regional Airport,US,DeRidder,DRI
small_airport,Drummond Island Airport,US,Drummond Island,DRE
medium_airport,Durango La Plata County Airport,US,Durango,DRO
medium_airport,Del Rio International Airport,US,Del Rio,DRT
small_airport,Kamaran Downs Airport,AU,Kamaran Downs,KDS
large_airport,Des Moines International Airport,US,Des Moines,DSM
small_airport,Dansville Municipal Airport,US,Dansville,DSV
small_airport,Delta Municipal Airport,US,Delta,DTA
small_airport,Detroit Lakes Airport,US,Detroit Lakes,DTL
small_airport,Shreveport Downtown Airport,US,Shreveport,DTN
medium_airport,Destin Executive Airport,US,Destin,DSI
large_airport,Detroit Metropolitan Wayne County Airport,US,Detroit,DTW
medium_airport,Durant Regional Airport - Eaker Field,US,Durant,DUA
small_airport,Halliburton Field,US,Duncan,DUC
medium_airport,Bisbee Douglas International Airport,US,Douglas Bisbee,DUG
medium_airport,DuBois Regional Airport,US,Dubois,DUJ
medium_airport,Devils Lake Regional Airport,US,Devils Lake,DVL
small_airport,Davenport Municipal Airport,US,Davenport,DVN
small_airport,Marin County Airport - Gnoss Field,US,Novato,NOT
small_airport,Slayton Municipal Airport,US,Slayton,NSL
small_airport,Phoenix Deer Valley Airport,US,Phoenix,DVT
small_airport,David Wayne Hooks Memorial Airport,US,Houston,DWH
medium_airport,Danbury Municipal Airport,US,Danbury,DXR
small_airport,Doylestown Airport,US,Doylestown,DYL
medium_airport,Dyess Air Force Base,US,Abilene,DYS
small_airport,Lake Baringo (Kampi Ya Samaki) Airport,KE,Lake Baringo,LBN
small_airport,Vipingo Estate Airport,KE,Vipingo Estate,VPG
small_airport,Kichwa Tembo Airport,KE,Kichwa Tembo,KTJ
small_airport,Ol Seki Airstrip,KE,,OSJ
small_airport,Olare Orok Airfield,KE,,OLG
small_airport,Mara North Conservancy Airstrip,KE,Mara,HKR
small_airport,Angama Airport,KE,Maasai Mara,ANA
small_airport,Musiara Airstrip,KE,Musiara,MDR
small_airport,Olkiombo Airport,KE,Olkiombo,OLX
small_airport,Kerio Valley Airport,KE,Kimwarer,KRV
small_airport,Kiunga Airport,KE,Kiunga,KIU
small_airport,Liboi Airport,KE,Liboi,LBK
small_airport,Lake Rudolf Airport,KE,Kalokol,LKU
small_airport,Roy Hurd Memorial Airport,US,Monahans,MIF
small_airport,Crane County Airport,US,Crane,CCG
small_airport,Ohkay Owingeh Airport,US,Espanola,ESO
small_airport,Whiteriver Airport,US,Whiteriver,WTR
small_airport,Alpine Casparis Municipal Airport,US,Alpine,ALE
small_airport,Bagdad Airport,US,Bagdad,BGT
small_airport,Phifer Airfield,US,Wheatland,EAN
medium_airport,Kearney Regional Airport,US,Kearney,EAR
medium_airport,Pangborn Memorial Airport,US,Wenatchee,EAT
medium_airport,Chippewa Valley Regional Airport,US,Eau Claire,EAU
small_airport,Nanwalek Airport,US,Nanwalek,KEB
small_airport,Webster City Municipal Airport,US,Webster City,EBS
medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,US,Elizabeth City,ECG
medium_airport,Northwest Florida Beaches International Airport,US,Panama City Beach,ECP
small_airport,Mondell Field,US,Newcastle,ECS
small_airport,Northeastern Regional Airport,US,Edenton,EDE
small_airport,Enterprise Municipal Airport,US,Enterprise,ETS
medium_airport,Edwards Air Force Base,US,Edwards,EDW
medium_airport,Needles Airport,US,Needles,EED
medium_airport,Dillant Hopkins Airport,US,Keene,EEN
medium_airport,Ellington Airport,US,Houston,EFD
small_airport,Northeast Kingdom International Airport,US,Newport,EFK
small_airport,Jefferson Municipal Airport,US,Jefferson,EFW
medium_airport,Eagle County Regional Airport,US,Eagle,EGE
medium_airport,Duke Field,US,Crestview,EGI
small_airport,Eagle River Union Airport,US,Eagle River,EGV
small_airport,Ekwok Airport,US,Ekwok,KEK
medium_airport,Murray Field,US,Eureka,EKA
small_airport,Elkhart Municipal Airport,US,Elkhart,EKI
medium_airport,Elkins-Randolph County Regional Airport,US,Elkins,EKN
medium_airport,Elko Regional Airport,US,Elko,EKO
small_airport,Addington Field / Elizabethtown Regional Airport,US,Elizabethtown,EKX
small_airport,Eagle Lake Airport,US,Eagle Lake,ELA
medium_airport,South Arkansas Regional Airport at Goodwin Field,US,El Dorado,ELD
small_airport,Elk City Regional Business Airport,US,Elk City,ELK
medium_airport,Elmira Corning Regional Airport,US,Elmira/Corning,ELM
small_airport,Bowers Field,US,Ellensburg,ELN
medium_airport,Ely Municipal Airport,US,Ely,LYU
large_airport,El Paso International Airport,US,El Paso,ELP
medium_airport,Ely Airport Yelland Field,US,Ely,ELY
small_airport,Wellsville Municipal Airport - Tarantine Field,US,Wellsville,ELZ
small_airport,Kemmerer Municipal Airport,US,Kemmerer,EMM
small_airport,Emporia Municipal Airport,US,Emporia,EMP
small_airport,San Gabriel Valley Airport,US,El Monte,EMT
medium_airport,Vance Air Force Base,US,Enid,END
small_airport,Centralia Municipal Airport,US,Centralia,ENL
medium_airport,Wendover Airport,US,Wendover,ENV
medium_airport,Kenosha Regional Airport,US,Kenosha,ENW
small_airport,Keokuk Municipal Airport,US,Keokuk,EOK
small_airport,Neosho Hugh Robinson Airport,US,Neosho,EOS
small_airport,Ephrata Municipal Airport,US,Ephrata,EPH
